AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,Notes,ParentLocalityName,ShortCommonName,StopType,Street
1800NF17951,SW,"Agecroft Bridge",2007-11-01T00:00:00,,adj,"PLAYING FIELDS",Agecroft,2007-11-01T00:00:00,,Salford,"Agecroft Bridge",BCT,"AGECROFT RD"
1800NF09851,S,"Agecroft Park",2011-09-19T00:00:00,,opp,"ENTERPRISE PARK",Agecroft,2011-09-19T00:00:00,,Salford,"Agecroft Park",BCT,"TALLYMAN WAY"
1800NF40681,N,"Agecroft Rd",2007-11-01T00:00:00,,adj,,Agecroft,2007-11-01T00:00:00,,Salford,"Agecroft Rd",BCT,"LANGLEY RD"
1800WF39051,S,"Agecroft Rd",2014-02-20T00:00:00,,nr,,Pendlebury,2014-02-20T00:00:00,"indicator amended",Salford,"Agecroft Rd",BCT,"BOLTON RD"
1800NF40691,S,"Agecroft Rd",2007-11-01T00:00:00,,nr,,Agecroft,2007-11-01T00:00:00,,Salford,"Agecroft Rd",BCT,"LANGLEY RD"
1800WF39061,NW,"Agecroft Rd",2014-02-20T00:00:00,,opp,"GTR MCR FIRE HQ",Pendlebury,2014-02-20T00:00:00,"indicator amended",Salford,"Agecroft Rd",BCT,"BOLTON RD"
1800NC42401,NW,"Agecroft Rd West",2010-04-23T00:00:00,,nr,"HOUSE 19",Prestwich,2010-04-23T00:00:00,"INDICATOR AMENDED",Bury,"Agecroft Rd West",BCT,"SANDY LN"
1800SJH2642,NW,"Aimson Road East Turning Circle",2010-05-13T00:00:00,,"Nr Grass Area","Aimson Road East Turning Circle",Timperley,2010-05-13T00:00:00,REMOVED,Altrincham,,BCT,"AIMSON RD EAST"
1800SJH2641,SE,"Aimson Road East Turning Circle",2010-05-13T00:00:00,,"Nr Grass Area","Aimson Road East Turning Circle",Timperley,2010-05-13T00:00:00,REMOVED,Altrincham,,BCT,"AIMSON RD EAST"
1800NC23081,W,"Ainsworth Arms",2011-01-19T00:00:00,,"Stop D","AINSWORTH ARMS","Seddons Farm Estate",2011-01-19T00:00:00,"name amended",Bury,"Ainsworth Arms",BCT,"BURY & BOLTN RD"
1800NC23151,N,"Ainsworth Arms",2007-11-01T00:00:00,,"Stop E","THE MARNE","Seddons Farm Estate",2007-11-01T00:00:00,,Bury,"Ainsworth Arms",BCT,"HR AINSWORTH RD"
1800WA19101,E,"Ainsworth Arms",2014-05-15T00:00:00,,o/s,"AINSWORTH ARMS",Halliwell,2014-05-15T00:00:00,"indicator amended",Bolton,"Ainsworth Arms",BCT,"HALLIWELL ROAD"
1800NC23161,S,"Ainsworth Arms",2007-11-01T00:00:00,,"Stop F","HOUSE 70","Seddons Farm Estate",2007-11-01T00:00:00,,Bury,"Ainsworth Arms",BCT,"HR AINSWORTH RD"
1800WA19091,W,"Ainsworth Arms",2014-05-15T00:00:00,,opp,"HOUSE 617",Halliwell,2014-05-15T00:00:00,"indicator amended",Bolton,"Ainsworth Arms",BCT,"HALLIWELL ROAD"
1800NC23101,N,"Ainsworth Arms",2011-01-19T00:00:00,,"Stop A","CAR PARK","Seddons Farm Estate",2011-01-19T00:00:00,"name amended",Bury,"Ainsworth Arms",BCT,"STARLING RD"
1800NC23091,E,"Ainsworth Arms",2011-01-19T00:00:00,,"Stop C","AINSWORTH ARMS","Seddons Farm Estate",2011-01-19T00:00:00,"name amended",Bury,"Ainsworth Arms",BCT,"BURY & BOLTN RD"
1800NC23111,S,"Ainsworth Arms",2011-01-19T00:00:00,,"Stop B","HOUSE 2","Seddons Farm Estate",2011-01-19T00:00:00,"name amended",Bury,"Ainsworth Arms",BCT,"STARLING RD"
1800WA14701,SE,"Ainsworth Avenue",2007-11-01T00:00:00,,adj,"HOUSE 7",Horwich,2007-11-01T00:00:00,,,"Ainsworth Avenue",BCT,"MAKINSON AVENUE"
1800WA20461,SE,"Ainsworth Avenue",2014-05-15T00:00:00,,nr,,Horwich,2014-05-15T00:00:00,"indicator amended",,"Ainsworth Avenue",BCT,"CHORLEY NEW RD"
1800WA11491,NW,"Ainsworth Avenue",2007-11-01T00:00:00,,nr,"HOUSE 16",Horwich,2007-11-01T00:00:00,,,"Ainsworth Avenue",BCT,"MAKINSON AVENUE"
1800WA14702,N,"Ainsworth Avenue",2006-05-31T00:00:00,,"Towards Both Ways","AINSWORTH AVE",Horwich,2006-05-31T00:00:00,,,,BCT,"Makinson Avenue"
1800WA08251,N,"Ainsworth Court",2007-11-01T00:00:00,,nr,,"Tonge Fold",2007-11-01T00:00:00,,Bolton,"Ainsworth Court",BCT,"AINSWORTH LANE"
1800NC00121,W,"Ainsworth Hall Rd",2010-03-30T00:00:00,Bury,opp,,"Bradley Fold",2010-03-30T00:00:00,"INDICATOR AMENDED",Radcliffe,"Ainsworth Hall Rd",BCT,"BURY NEW RD"
1800NC22241,E,"Ainsworth Hall Rd",2010-04-23T00:00:00,,nr,PARK,Ainsworth,2010-04-23T00:00:00,"INDICATOR AMENDED",Bury,"Ainsworth Hall Rd",BCT,"CHURCH ST"
1800NC00131,E,"Ainsworth Hall Rd",2007-11-01T00:00:00,Bury,nr,,"Bradley Fold",2007-11-01T00:00:00,,Radcliffe,"Ainsworth Hall Rd",BCT,"BURY NEW RD"
1800NC22251,W,"Ainsworth Hall Rd",2014-10-10T00:00:00,,nr,CHURCH,Ainsworth,2014-10-10T00:00:00,"STOP LOCATION AMENDED",Bury,"Ainsworth Hall Rd",BCT,"BURY OLD RD"
1800WA25791,W,"Ainsworth Lane",2014-04-23T00:00:00,,opp,,"Tonge Fold",2014-04-23T00:00:00,"indicator amended",Bolton,"Ainsworth Lane",BCT,"BURY ROAD"
1800NC35231,N,"Ainsworth Rd",2011-01-20T00:00:00,,adj,"HOUSE 91","Seddons Farm Estate",2011-01-20T00:00:00,"name & indicator amended",Bury,"Ainsworth Rd",BCT,"WATLING ST"
1800NC00601,E,"Ainsworth Rd",2010-04-20T00:00:00,,nr,NEWSAGENT,Radcliffe,2010-04-20T00:00:00,"INDICATOR AMENDED",Bury,"Ainsworth Rd",BCT,"WATER ST"
1800NC35241,S,"Ainsworth Rd",2011-01-20T00:00:00,,nr,"HOUSE 110","Seddons Farm Estate",2011-01-20T00:00:00,"name & indicator amended",Bury,"Ainsworth Rd",BCT,"WATLING ST"
1800NC23141,S,"Ainsworth Rd",2010-04-23T00:00:00,,nr,"GORSE HILL FARM",Starling,2010-04-23T00:00:00,"INDICATOR AMENDED",Bury,"Ainsworth Rd",BCT,"STARLING RD"
1800NC00541,SW,"Ainsworth Rd",2010-04-20T00:00:00,,opp,BLOCKBUSTER,Elton,2010-04-20T00:00:00,"INDICATOR AMENDED",Bury,"Ainsworth Rd",BCT,"BOLTON RD"
1800NC00661,W,"Ainsworth Rd",2010-04-20T00:00:00,,opp,"CAR PARK",Radcliffe,2010-04-20T00:00:00,"INDICATOR AMENDED",Bury,"Ainsworth Rd",BCT,"WATER ST"
1800NC35061,NE,"Ainsworth Rd",2015-11-30T00:00:00,,nr,"DERBY ARMS",Elton,2015-11-30T00:00:00,"STOP LOCATION AMENDED",Bury,"Ainsworth Rd",BCT,"BOLTON RD"
1800NCH1331,SE,"Ainsworth Road",2007-11-01T00:00:00,,"Ainsworth Road","AINSWORTH ROAD",Elton,2007-11-01T00:00:00,,Bury,,BCT,"HAIG ROAD"
1800NCH1332,NW,"Ainsworth Road",2007-11-01T00:00:00,,"Ainsworth Road","AINSWORTH ROAD",Elton,2007-11-01T00:00:00,,Bury,,BCT,"HAIG ROAD"
1800NE17301,SE,"Ainsworth St",2007-11-01T00:00:00,,nr,"PROPERTY 187",Rochdale,2007-11-01T00:00:00,,,"Ainsworth St",BCT,"OLDHAM RD"
1800NE17291,NW,"Ainsworth St",2010-04-26T00:00:00,,opp,"SUB STATION",Rochdale,2010-04-26T00:00:00,"INDICATOR AMENDED",,"Ainsworth St",BCT,"OLDHAM RD"
1800WAH1351,S,"Aintree Road",2007-11-01T00:00:00,,"Aintree Road","AINTREE ROAD","Dove Bank",2007-11-01T00:00:00,,"Little Lever",,BCT,"REDCAR ROAD"
1800WAH1352,N,"Aintree Road",2007-11-01T00:00:00,,"Aintree Road","AINTREE ROAD","Dove Bank",2007-11-01T00:00:00,,"Little Lever",,BCT,"REDCAR ROAD"
1800WAH4141,NE,"Aintree Road (NE bnd)",2015-05-14T00:00:00,,NE-bound,"Aintree Road (NE bnd)","Dove Bank",2015-05-14T00:00:00,,"Little Lever",,BCT,"AINTREE ROAD"
1800SJ48141,NE,"Air Products",2015-02-13T00:00:00,,opp,"POWER STATION",Carrington,2015-02-13T00:00:00,"INDICATOR AMENDED",,"Air Products",BCT,"MANCHESTER ROAD"
1800SJ48211,SW,"Air Products",2015-02-13T00:00:00,,nr,"POWER STN",Carrington,2015-02-13T00:00:00,"INDICATOR AMENDED",,"Air Products",BCT,"MANCHESTER ROAD"
1800WA09971,N,"Aire Drive",2007-11-01T00:00:00,,nr,"HOUSE 224",Bradshaw,2007-11-01T00:00:00,,,"Aire Drive",BCT,"TURTON ROAD"
1800SBH1511,W,"Airport (to def rte)",2008-08-22T00:00:00,,"Outwood Lane","OUTWOOD LANE","Manchester Airport",2008-08-22T00:00:00,"NAME AMENDED",Manchester,,BCT,"M56 MOTORWAY"
1800SBH1512,E,"Airport (to def rte)",2008-08-22T00:00:00,,"Outwood Lane","OUTWOOD LANE","Manchester Airport",2008-08-22T00:00:00,"NAME AMENDED",Manchester,,BCT,"M56 MOTORWAY"
1800SB39711,NE,"Airport Hotel",2007-11-01T00:00:00,,opp,HOTEL,"Manchester Airport",2007-11-01T00:00:00,,Manchester,"Airport Hotel",BCT,"RINGWAY RD"
1800SB39701,SW,"Airport Hotel",2007-11-01T00:00:00,,o/s,HOTEL,"Manchester Airport",2007-11-01T00:00:00,,Manchester,"Airport Hotel",BCT,"RINGWAY RD"
1800SBH1671,NW,"Airport Motorway (to def rte)",2010-03-29T00:00:00,,Motorway,"Airport Motorway (to def rte)","Manchester Airport",2010-03-29T00:00:00,"NAME AMENDED",Manchester,,BCT,M56
1800SBH1592,NW,"Airport Viewing Park",2007-11-01T00:00:00,,"Viewing Park","VIEWING PARK","Manchester Airport",2007-11-01T00:00:00,,Manchester,,BCT,"WILMSLOW OLD RO"
1800SBH1591,SE,"Airport Viewing Park",2007-11-01T00:00:00,,"Viewing Park","VIEWING PARK","Manchester Airport",2007-11-01T00:00:00,,Manchester,,BCT,"WILMSLOW OLD RO"
1800NEH0111,NW,"Ajax Street",2007-11-01T00:00:00,Rochdale,"Ivor Street","IVOR STREET","Castleton Moor",2007-11-01T00:00:00,,Sudden,,BCT,"AJAX STREET"
1800NEH0112,SE,"Ajax Street",2007-11-01T00:00:00,Rochdale,"Ivor Street","IVOR STREET","Castleton Moor",2007-11-01T00:00:00,,Sudden,,BCT,"AJAX STREET"
1800SJ12081,NW,"Akzo Nobel",2014-10-09T00:00:00,,o/s,"COBRA COURT","Trafford Park",2014-10-09T00:00:00,"INDICATOR AMENDED",,"Akzo Nobel",BCT,"BARTON DOCK RD"
1800SGH0591,SW,"Alamein Dr (SWbd)",2007-11-01T00:00:00,,SW-bound,"CORCORAN DRIVE","Cherry Tree",2007-11-01T00:00:00,,Romiley,,BCT,"ALAMEIN DRIVE"
1800SGH1481,NE,"Alamein Drive (NEbd)",2007-11-01T00:00:00,,NE-bound,"CHERRY TREE LA","Cherry Tree",2007-11-01T00:00:00,,Romiley,,BCT,"ALAMEIN DRIVE"
1800SJ11321,SE,"Alan Drive",2014-10-09T00:00:00,,nr,"HOUSE 53","Ashley Heath",2014-10-09T00:00:00,"INDICATOR AMENDED",Altrincham,"Alan Drive",BCT,"ARTHOG ROAD"
1800SJ11481,NW,"Alan Drive",2014-10-09T00:00:00,,opp,"HOUSE 44","Ashley Heath",2014-10-09T00:00:00,"INDICATOR AMENDED",Altrincham,"Alan Drive",BCT,"ARTHOG ROAD"
1800SB14101,W,"Alan Rd",2007-11-01T00:00:00,,nr,"HOUSE 30",Fallowfield,2007-11-01T00:00:00,,Manchester,"Alan Rd",BCT,"MAULDETH RD"
1800EB32921,W,"Alan Turing Way",2007-11-01T00:00:00,,"Stop C",STADIUM,Sportcity,2007-11-01T00:00:00,,Manchester,"Alan Turing Way",BCT,"ASHTON NEW RD"
1800EB33921,E,"Alan Turing Way",2010-09-09T00:00:00,,"Stop D",FLATS,Beswick,2010-09-09T00:00:00,"INDICATOR AMENDED",Manchester,"Alan Turing Way",BCT,"ASHTON OLD RD"
1800EBH1271,S,"Alan Turing Way (to def rte)",2008-07-30T00:00:00,,"Ashton Old Road","ASHTON OLD ROAD",Beswick,2008-07-30T00:00:00,"NAME AMENDED",Manchester,,BCT,"ALAN TURING WAY"
1800WF40601,SW,"Albany Cl",2014-02-18T00:00:00,,nr,"HOUSE 272","Little Hulton",2014-02-18T00:00:00,"indicator amended",Salford,"Albany Cl",BCT,"CLEGGS LN"
1800NE21961,NE,"Albany Hotel",2010-04-26T00:00:00,,o/s,HOTEL,Heywood,2010-04-26T00:00:00,"INDICATOR AMENDED",Rochdale,"Albany Hotel",BCT,"ROCHDALE RD E"
1800NE21971,SW,"Albany Hotel",2007-11-01T00:00:00,,opp,"HOUSE 38",Heywood,2007-11-01T00:00:00,,Rochdale,"Albany Hotel",BCT,"ROCHDALE RD E"
1800NCH3171,E,"Albert Avenue",2008-03-19T00:00:00,,"Mowbrey Ave","MOWBREY AVE","Sedgley Park",2008-03-19T00:00:00,"LOCATION AMENDED",Bury,,BCT,"ALBERT AVENUE"
1800NCH3172,W,"Albert Avenue",2008-03-19T00:00:00,,"Mowbrey Ave","MOWBREY AVE","Sedgley Park",2008-03-19T00:00:00,"LOCATION AMENDED",Bury,,BCT,"ALBERT AVENUE"
1800SB04191,E,"Albert Hall",2007-11-01T00:00:00,,o/s,"ALBERT HALL","Manchester City Centre",2007-11-01T00:00:00,,Manchester,"Free Trade Hall",BCT,"PETER ST"
1800SG05301,NW,"Albert R",2014-02-17T00:00:00,,opp,"THORNFIELD HSE","Cheadle Hulme",2014-02-17T00:00:00,"INDICATOR AMENDED",,"Albert Rad",BCT,"CHEADLE RD"
1800EB03811,S,"Albert Rd",2010-03-25T00:00:00,,nr,"BOWLING GRN",Levenshulme,2010-03-25T00:00:00,"INDICATOR AMENDED",Manchester,"Albert Rd",BCT,"SLADE LN"
1800WA42131,W,"Albert Rd",2014-02-26T00:00:00,,nr,"HOUSE 13A",Farnworth,2014-02-26T00:00:00,"indicator amended",,"Albert Rd",BCT,"GLYNNE ST"
1800WA41891,E,"Albert Rd",2014-02-27T00:00:00,,nr,,Farnworth,2014-02-27T00:00:00,"indicator amended",,"Albert Rd",BCT,"BUCKLEY LN"
1800WA06951,E,"Albert Rd",2015-11-22T00:00:00,,adj,"HOUSE 8",Farnworth,2015-11-22T00:00:00,"STOP LOCATION AMENDED",,"Albert Rd",BCT,"HARROWBY ST"
1800EB03611,N,"Albert Rd",2010-03-25T00:00:00,,nr,SHOP,Levenshulme,2010-03-25T00:00:00,"INDICATOR AMENDED",Manchester,"Albert Rd",BCT,"STOCKPORT RD"
1800WA42071,W,"Albert Rd",2014-02-26T00:00:00,,nr,FACTORY,Farnworth,2014-02-26T00:00:00,"indicator amended",,"Albert Rd",BCT,"HARROWBY ST"
1800EB03601,S,"Albert Rd",2010-03-25T00:00:00,,opp,"FURNITURE SHOP",Levenshulme,2010-03-25T00:00:00,"INDICATOR AMENDED",Manchester,"Albert Rd",BCT,"STOCKPORT RD"
1800WA42141,E,"Albert Rd",2014-02-26T00:00:00,,opp,"CHIP SHOP",Farnworth,2014-02-26T00:00:00,"indicator amended",,"Albert Rd",BCT,"GLYNNE ST"
1800WAH3571,NW,"Albert Rd (to def rte)",2008-07-30T00:00:00,,"Nr Grass Area","Albert Rd (to def rte)",Farnworth,2008-07-30T00:00:00,"NAME AMENDED",,,BCT,"ALBERT ROAD"
1800WA15381,E,"Albert Road",2007-11-01T00:00:00,,adj,"DIY CENTRE",Farnworth,2007-11-01T00:00:00,,,"Albert Road",BCT,"KING STREET"
1800WA17101,E,"Albert Road",2007-11-01T00:00:00,,nr,"HOUSE 287",Heaton,2007-11-01T00:00:00,,,"Albert Road",BCT,"CHORLEY NEW RD"
1800WA17111,W,"Albert Road",2007-11-01T00:00:00,,opp,"HOUSE 289",Heaton,2007-11-01T00:00:00,,,"Albert Road",BCT,"CHORLEY NEW RD"
1800WA17481,W,"Albert Road",2007-11-01T00:00:00,,nr,CHURCH,Heaton,2007-11-01T00:00:00,,,"Albert Road",BCT,"LONSDALE ROAD"
1800WA42072,E,"Albert Road           Qs",2006-05-19T00:00:00,,"Towards Both Ways","ALBERT ROAD",Farnworth,2006-05-19T00:00:00,,,,BCT,"Harrowby Street"
1800NFH1661,N,"Albert Road (to define route)",2007-11-01T00:00:00,,"Opp Surgery","Albert Road (to define route)",Eccles,2007-11-01T00:00:00,,Salford,,BCT,"ALBERT ROAD"
1800WA14081,W,"Albert Road West",2007-11-01T00:00:00,,nr,"HOUSE 154","Markland Hill",2007-11-01T00:00:00,,,"Albert Road West",BCT,"MARKLAND HL LN"
1800WA17501,S,"Albert Road West",2007-11-01T00:00:00,,nr,"HOUSE 99",Heaton,2007-11-01T00:00:00,,,"Albert Road West",BCT,"NEW HALL LANE"
1800WAH2191,W,"Albert Road West",2009-01-05T00:00:00,,"Bend In Road","Albert Road West","Markland Hill",2009-01-05T00:00:00,"INDICATOR AMENDED",,,BCT,"ALBERT ROAD WST"
1800WAH2192,E,"Albert Road West",2009-01-05T00:00:00,,"Bend In Road","Albert Road West","Markland Hill",2009-01-05T00:00:00,"INDICATOR AMENDED",,,BCT,"ALBERT ROAD WST"
1800NE23831,W,"Albert Royds St",2011-03-01T00:00:00,,nr,"HOUSE 46",Belfield,2011-03-01T00:00:00,"INDICATOR AMENDED",Rochdale,"Albert Royds St",BCT,"RESERVOIR ST"
1800NE33201,NE,"Albert Royds St",2011-03-01T00:00:00,,opp,"HOUSE 225","Howarth Cross",2011-03-01T00:00:00,"INDICATOR AMENDED",Rochdale,"Albert Royds St",BCT,"HALIFAX RD"
1800NE33211,SW,"Albert Royds St",2011-03-01T00:00:00,,nr,"HOUSE 164","Howarth Cross",2011-03-01T00:00:00,"INDICATOR AMENDED",Rochdale,"Albert Royds St",BCT,"HALIFAX RD"
1800SB45391,NE,"Albert Square",2007-11-01T00:00:00,Manchester,"Stop WD","TOWN HALL","Albert Square",2007-11-01T00:00:00,,"Manchester City Centre","Albert Square",BCT,"ALBERT SQUARE"
1800SBT0111,,"Albert Square",2004-09-14T00:00:00,Manchester,"Town Hall","BRAZENNOSE ST","Albert Square",2004-09-14T00:00:00,,"Manchester City Centre",,TXR,"Albert Sq"
1800SB45371,NE,"Albert Square",2007-11-01T00:00:00,Manchester,"Stop WE","TOWN HALL","Albert Square",2007-11-01T00:00:00,,"Manchester City Centre","Albert Square",BCT,"ALBERT SQUARE"
1800NF27181,S,"Albert St",2007-11-01T00:00:00,,opp,"HOUSE 31",Irlam,2007-11-01T00:00:00,,Salford,"Albert St",BCT,"LIVERPOOL RD"
1800ED00441,NW,"Albert St",2010-10-15T00:00:00,,nr,"STANLEY RD CLUB","Butler Green",2010-10-15T00:00:00,"NAME AMENDED",Chadderton,"Albert St",BCT,"STANLEY RD"
1800WK00501,E,"Albert St",2013-05-18T00:00:00,,opp,"PHONE EXCHANGE",Hindley,2013-05-18T00:00:00,"INDICATOR AMENDED",Wigan,"Albert St",BCT,"CROSS ST"
1800WK32811,NE,"Albert St",2013-05-18T00:00:00,,"Stop G",CHURCH,Hindley,2013-05-18T00:00:00,"INDICATOR AMENDED",Wigan,"Albert St",BCT,"MARKET ST"
1800NF27171,N,"Albert St",2007-11-01T00:00:00,,nr,"KINGDOM HALL",Irlam,2007-11-01T00:00:00,,Salford,"Albert St",BCT,"LIVERPOOL RD"
1800WK00491,W,"Albert St",2013-05-18T00:00:00,,nr,"CAR PARK",Hindley,2013-05-18T00:00:00,"INDICATOR AMENDED",Wigan,"Albert St",BCT,"CROSS ST"
1800EDH3371,N,"Albert Street",2007-11-01T00:00:00,,"Nr Business Centre","Albert Street",Hollinwood,2007-11-01T00:00:00,,,,BCT,"ALBERT STREET"
1800EDH3372,S,"Albert Street",2007-11-01T00:00:00,,"Nr Business Centre","Albert Street",Hollinwood,2007-11-01T00:00:00,,,,BCT,"ALBERT STREET"
1800EDH1051,W,"Albert Street",2007-11-01T00:00:00,,None,"Albert Street",Royton,2007-11-01T00:00:00,,,,BCT,"ALBERT STREET"
1800WA19831,E,"Albert Street",2014-05-15T00:00:00,,nr,CHURCH,Horwich,2014-05-15T00:00:00,"indicator amended",,"Albert Street",BCT,"LEE LANE"
1800NF03621,E,"Albion H.S.",2010-03-29T00:00:00,,o/s,SCHOOL,Wallness,2010-03-29T00:00:00,"NAME AMENDED",Salford,"Albion H.S.",BCT,"BROUGHTON RD E."
1800EH39391,E,"Albion Hotel",2009-02-26T00:00:00,,opp,"HOUSE 38",Dukinfield,2009-02-26T00:00:00,"INDICATOR AMENDED",,"Albion Hotel",BCT,"OXFORD RD"
1800EH39401,W,"Albion Hotel",2007-11-01T00:00:00,,o/s,CHURCH,Dukinfield,2007-11-01T00:00:00,,,"Albion Hotel",BCT,"OXFORD RD"
1800NC33911,S,"Albion St",2007-11-01T00:00:00,Bury,nr,"HOUSE 131","Chapel Field",2007-11-01T00:00:00,,Whitefield,"Albion St",BCT,"OUTWOOD RD"
1800NE49901,N,"Albion St",2007-11-01T00:00:00,,"Stop D","PUBLIC HOUSE",Castleton,2007-11-01T00:00:00,,Rochdale,"Albion St",BCT,QUEENSWAY
1800NC33921,N,"Albion St",2007-11-01T00:00:00,Bury,opp,"HOUSE 98","Chapel Field",2007-11-01T00:00:00,,Whitefield,"Albion St",BCT,"OUTWOOD RD"
1800WK35441,W,"Albion St",2007-11-01T00:00:00,,"Op Bank","OP BANK",Leigh,2007-11-01T00:00:00,,,"Albion St",BCT,BRADSHAWGATE
1800NEH4681,NW,"Albion St (NWbnd)",2011-02-04T00:00:00,,"OS House 27","Albion St (NWbnd)",Castleton,2011-02-04T00:00:00,,Rochdale,,BCT,"ALBION STREET"
1800NCH2982,SW,"Albion Street",2007-11-01T00:00:00,Bury,"Johnson Street","JOHNSON STREET","Chapel Field",2007-11-01T00:00:00,,Whitefield,,BCT,"ALBION STREET"
1800NEH0162,E,"Albion Street",2007-11-01T00:00:00,,"Leander Street","LEANDER STREET",Castleton,2007-11-01T00:00:00,,Rochdale,,BCT,"ALBION STREET"
1800NCH2981,NE,"Albion Street",2007-11-01T00:00:00,Bury,"Johnson Street","JOHNSON STREET","Chapel Field",2007-11-01T00:00:00,,Whitefield,,BCT,"ALBION STREET"
1800NEH0161,NW,"Albion Street (NWbnd)",2007-11-01T00:00:00,,"Leander Street","LEANDER STREET",Castleton,2007-11-01T00:00:00,,Rochdale,,BCT,"ALBION STREET"
1800NEH4691,SE,"Albion Street (SEbnd)",2011-02-04T00:00:00,,"OS House 9","Albion Street (SEbnd)",Castleton,2011-02-04T00:00:00,,Rochdale,,BCT,"ALBION STREET"
1800NEH4671,SE,"Albion Street (SEbnd)",2011-02-04T00:00:00,,"Adj house 55","Albion Street (SEbnd)",Castleton,2011-02-04T00:00:00,,Rochdale,,BCT,"ALBION STREET"
1800NFH1561,NE,"Albion Way (to define route)",2008-07-30T00:00:00,,"Nr Garage","Albion Way (to define route)","New Windsor",2008-07-30T00:00:00,"NAME AMENDED",Salford,,BCT,"ALBION WAY"
1800NFH1611,SW,"Albion Way (to define route)",2007-11-01T00:00:00,,"Nr Garage","Albion Way (to define route)","New Windsor",2007-11-01T00:00:00,,Salford,,BCT,"ALBION WAY"
1800NB43891,NW,"Albyns Ave",2010-03-30T00:00:00,,nr,SUPERMARKET,"Cheetham Hill",2010-03-30T00:00:00,"INDICATOR AMENDED",Manchester,"Albyns Ave",BCT,"CHEETHAM HILL R"
1800SG39371,SW,"Alden Walk",2014-02-24T00:00:00,,nr,"HOUSE 107","Heaton Chapel",2014-02-24T00:00:00,"INDICATOR AMENDED",,"Alden Walk",BCT,"MARBURY RD"
1800SG39361,NE,"Alden Walk",2014-02-24T00:00:00,,opp,"HOUSE 64","Heaton Chapel",2014-02-24T00:00:00,"INDICATOR AMENDED",,"Alden Walk",BCT,"MARBURY RD"
1800NCH3821,N,"Alder Ave (Nbd - to define route)",2008-08-01T00:00:00,,None,"M66/Alder Ave (Nbd - to define route)","Fern Grove",2008-08-01T00:00:00,"NAME AMENDED",Bury,,BCT,"M66 MOTORWAY"
1800NCH3711,S,"Alder Ave (Sbd - to define route)",2008-08-01T00:00:00,,None,"M66/Alder Ave (Sbd - to define route)","Fern Grove",2008-08-01T00:00:00,"NAME AMENDED",Bury,,BCT,"M66 MOTORWAY"
1800EHH2341,N,"Alder Community High School",2014-01-28T00:00:00,,,"Alder Community High School",Backbower,2014-01-28T00:00:00,,Hyde,,BCT,"INTERNAL RD"
1800EH37031,E,"Alder H.S.",2010-11-16T00:00:00,,o/s,SCHOOL,Backbower,2010-11-16T00:00:00,"INDICATOR AMENDED",Hyde,"Alder H.S.",BCT,"MOTTRAM OLD RD"
1800EH37041,W,"Alder H.S.",2010-11-16T00:00:00,,opp,"HOUSE 162",Backbower,2010-11-16T00:00:00,"INDICATOR AMENDED",Hyde,"Alder H.S.",BCT,"MOTTRAM OLD RD"
1800EDH0541,NE,"Alder Rd (Nbnd)",2010-04-29T00:00:00,,,"WARWICK RD",Failsworth,2010-04-29T00:00:00,"DIRECTION AMENDED",,,BCT,"ALDER RD"
1800EDH4051,N,"Alder Road",2011-03-10T00:00:00,,N-bound,"PUBLIC HOUSE",Failsworth,2011-03-10T00:00:00,"LANDMARK AMENDED",,,BCT,"ALDER ROAD"
1800EDH4071,W,"Alder Road",2011-03-04T00:00:00,,SW-bound,"ALDER ROAD",Failsworth,2011-03-04T00:00:00,,,,BCT,"ALDER ROAD"
1800EDH2492,NE,"Alder Road",2007-11-01T00:00:00,,"Clough Road","CLOUGH ROAD",Failsworth,2007-11-01T00:00:00,,,,BCT,"ALDER ROAD"
1800EDH4061,SW,"Alder Road",2011-03-04T00:00:00,,SW-bound,"ALDER ROAD",Failsworth,2011-03-04T00:00:00,,,,BCT,"ALDER ROAD"
1800NEH0201,SE,"Alder Road",2007-11-01T00:00:00,,"Alder Road","ALDER ROAD",Castleton,2007-11-01T00:00:00,,Rochdale,,BCT,"KIRKLEE ROAD"
1800EDH4081,E,"Alder Road",2011-03-04T00:00:00,,NE-bound,"ALDER ROAD",Failsworth,2011-03-04T00:00:00,,,,BCT,"ALDER ROAD"
1800EDH0542,NE,"Alder Road",2007-11-01T00:00:00,,"Warwick Road","WARWICK ROAD",Failsworth,2007-11-01T00:00:00,,,,BCT,"ALDER ROAD"
1800EDH2491,S,"Alder Road (Sbd)",2010-04-29T00:00:00,,"Clough Road","CLOUGH ROAD",Failsworth,2010-04-29T00:00:00,"DIRECTION AMENDED",,,BCT,"ALDER ROAD"
1800WF40121,E,"Alderbrook Rd",2014-02-19T00:00:00,Salford,opp,"HOUSE 2",Peel,2014-02-19T00:00:00,"indicator amended","Little Hulton","Alderbrook Rd",BCT,"PARK WAY"
1800WA25571,SE,"Aldercroft Avenue",2014-05-14T00:00:00,,nr,"HOUSE 91","Top O Th Brow",2014-05-14T00:00:00,"indicator amended",,"Aldercroft Avenue",BCT,"WINCHESTER WAY"
1800WA25581,NW,"Aldercroft Avenue",2014-05-14T00:00:00,,opp,"HOUSE 104","Top O Th Brow",2014-05-14T00:00:00,"indicator amended",,"Aldercroft Avenue",BCT,"WINCHESTER WAY"
